2025-10-20 22:23:16,094 - MainProcess - INFO - Starting processing with 8 workers, batch size of 1000, and task timeout of 300s.
2025-10-20 22:24:48,132 - ForkProcess-35 - WARNING - [2viy] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 26 O, 3, is greater than permitted
2025-10-20 22:24:48,149 - ForkProcess-38 - WARNING - [2z4z] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 136 O, 3, is greater than permitted
2025-10-20 22:24:48,373 - ForkProcess-35 - WARNING - [2z50] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 66 O, 3, is greater than permitted
2025-10-20 22:24:48,539 - ForkProcess-33 - WARNING - [2pj9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 317 O, 3, is greater than permitted
2025-10-20 22:24:48,613 - ForkProcess-40 - WARNING - [2pj2] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 343 O, 3, is greater than permitted
2025-10-20 22:24:48,660 - ForkProcess-38 - WARNING - [3chd] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 79 O, 3, is greater than permitted
2025-10-20 22:24:48,671 - ForkProcess-37 - WARNING - [2vj6] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 68 O, 3, is greater than permitted
2025-10-20 22:24:48,799 - ForkProcess-38 - WARNING - [3cib] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 68 O, 3, is greater than permitted
2025-10-20 22:24:48,889 - ForkProcess-38 - WARNING - [2jkm] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 313 O, 3, is greater than permitted
2025-10-20 22:24:49,015 - ForkProcess-33 - WARNING - [2ph8] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 68 O, 3, is greater than permitted
2025-10-20 22:24:49,030 - ForkProcess-36 - WARNING - [2vj9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 68 O, 3, is greater than permitted
2025-10-20 22:24:49,229 - ForkProcess-33 - WARNING - [3c43] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 71 O, 3, is greater than permitted
2025-10-20 22:24:49,540 - ForkProcess-37 - WARNING - [2piy] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 343 O, 3, is greater than permitted
2025-10-20 22:24:49,693 - ForkProcess-40 - WARNING - [2v13] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 404 O, 3, is greater than permitted
2025-10-20 22:24:49,722 - ForkProcess-34 - WARNING - [2qzk] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 78 O, 3, is greater than permitted
2025-10-20 22:24:49,732 - ForkProcess-38 - WARNING - [3eio] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 308 O, 3, is greater than permitted
2025-10-20 22:24:49,808 - ForkProcess-36 - WARNING - [2vnn] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 57 O, 3, is greater than permitted
2025-10-20 22:24:49,967 - ForkProcess-39 - WARNING - [2qu2] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 26 O, 3, is greater than permitted
2025-10-20 22:24:50,073 - ForkProcess-33 - WARNING - [2vie] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 57 O, 3, is greater than permitted
2025-10-20 22:24:50,196 - ForkProcess-39 - WARNING - [3d4l] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 47 O, 3, is greater than permitted
2025-10-20 22:24:50,198 - ForkProcess-37 - WARNING - [2pt9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 333 O, 3, is greater than permitted
2025-10-20 22:24:50,207 - ForkProcess-36 - WARNING - [3dm6] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 78 O, 3, is greater than permitted
2025-10-20 22:24:50,277 - ForkProcess-35 - WARNING - [3ccb] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 199 O, 3, is greater than permitted
2025-10-20 22:24:50,286 - ForkProcess-40 - WARNING - [2vnm] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 57 O, 3, is greater than permitted
2025-10-20 22:24:50,299 - ForkProcess-33 - WARNING - [3dcv] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 234 O, 3, is greater than permitted
2025-10-20 22:24:50,308 - ForkProcess-38 - WARNING - [2qmf] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 68 O, 3, is greater than permitted
2025-10-20 22:24:50,357 - ForkProcess-36 - WARNING - [3cic] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 68 O, 3, is greater than permitted
2025-10-20 22:24:50,459 - ForkProcess-37 - WARNING - [3chf] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 117 O, 3, is greater than permitted
2025-10-20 22:24:50,564 - ForkProcess-35 - WARNING - [2vj7] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 57 O, 3, is greater than permitted
2025-10-20 22:24:50,957 - ForkProcess-40 - WARNING - [3che] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 93 O, 3, is greater than permitted
2025-10-20 22:24:51,056 - ForkProcess-33 - WARNING - [3ch9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 79 O, 3, is greater than permitted
2025-10-20 22:24:51,142 - ForkProcess-38 - WARNING - [3cid] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 68 O, 3, is greater than permitted
2025-10-20 22:24:51,186 - ForkProcess-40 - WARNING - [2qmd] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 68 O, 3, is greater than permitted
2025-10-20 22:24:51,232 - ForkProcess-34 - WARNING - [3dcr] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 316 O, 3, is greater than permitted
2025-10-20 22:24:51,402 - ForkProcess-36 - WARNING - [2rip] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 270 O, 3, is greater than permitted
2025-10-20 22:24:51,518 - ForkProcess-38 - WARNING - [2viz] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 89 O, 3, is greater than permitted
2025-10-20 22:24:51,562 - ForkProcess-40 - WARNING - [2qzx] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 59 O, 3, is greater than permitted
2025-10-20 22:24:51,643 - ForkProcess-35 - WARNING - [2v16] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 419 O, 3, is greater than permitted
2025-10-20 22:24:51,679 - ForkProcess-34 - WARNING - [3dbs] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 193 O, 3, is greater than permitted
2025-10-20 22:24:51,716 - ForkProcess-40 - WARNING - [2zof] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 53 O, 3, is greater than permitted
2025-10-20 22:24:51,841 - ForkProcess-33 - WARNING - [2vle] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 182 O, 3, is greater than permitted
2025-10-20 22:24:51,898 - ForkProcess-36 - WARNING - [2qzl] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 78 O, 3, is greater than permitted
2025-10-20 22:24:51,922 - ForkProcess-38 - WARNING - [2qp8] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 68 O, 3, is greater than permitted
2025-10-20 22:24:52,151 - ForkProcess-40 - WARNING - [3ccc] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 71 O, 3, is greater than permitted
2025-10-20 22:24:52,208 - ForkProcess-34 - WARNING - [3chc] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 79 O, 3, is greater than permitted
2025-10-20 22:24:52,218 - ForkProcess-37 - WARNING - [2qk5] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 383 O, 3, is greater than permitted
2025-10-20 22:24:52,291 - ForkProcess-33 - WARNING - [2q2a] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:24:52,384 - ForkProcess-35 - WARNING - [2vpn] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 86 O, 3, is greater than permitted
2025-10-20 22:24:52,542 - ForkProcess-38 - WARNING - [3exe] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 329 O, 3, is greater than permitted
2025-10-20 22:24:52,700 - ForkProcess-34 - WARNING - [2qky] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 254 O, 3, is greater than permitted
2025-10-20 22:24:52,768 - ForkProcess-39 - WARNING - [3exf] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 308 O, 3, is greater than permitted
2025-10-20 22:24:52,784 - ForkProcess-33 - WARNING - [3c7n] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 357 F, 2, is greater than permitted
2025-10-20 22:24:52,887 - ForkProcess-38 - WARNING - [2q2c] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 253 O, 3, is greater than permitted
2025-10-20 22:24:53,031 - ForkProcess-37 - WARNING - [2vrj] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 138 O, 3, is greater than permitted
2025-10-20 22:24:53,091 - ForkProcess-40 - WARNING - [2q89] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 8 O, 3, is greater than permitted
2025-10-20 22:24:53,550 - ForkProcess-40 - WARNING - [2q88] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 8 O, 3, is greater than permitted
2025-10-20 22:24:53,635 - ForkProcess-35 - WARNING - [3btc] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 186 O, 3, is greater than permitted
2025-10-20 22:24:53,720 - ForkProcess-36 - WARNING - [2pqc] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 81 O, 3, is greater than permitted
2025-10-20 22:24:53,756 - ForkProcess-35 - WARNING - [2oz2] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 87 O, 3, is greater than permitted
2025-10-20 22:24:54,217 - ForkProcess-40 - WARNING - [3bt9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 351 O, 3, is greater than permitted
2025-10-20 22:24:56,414 - ForkProcess-34 - WARNING - [2vmf] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 45 O, 3, is greater than permitted
2025-10-20 22:24:59,590 - ForkProcess-34 - WARNING - [2pym] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 298 O, 3, is greater than permitted
2025-10-20 22:25:00,609 - ForkProcess-35 - WARNING - [3exh] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 290 O, 3, is greater than permitted
2025-10-20 22:25:00,751 - ForkProcess-34 - WARNING - [3bze] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 423 O, 3, is greater than permitted
2025-10-20 22:25:00,914 - ForkProcess-38 - WARNING - [3btj] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 147 O, 3, is greater than permitted
2025-10-20 22:25:00,954 - ForkProcess-37 - WARNING - [3bra] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 26 O, 3, is greater than permitted
2025-10-20 22:25:01,209 - ForkProcess-36 - WARNING - [3buh] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 57 O, 3, is greater than permitted
2025-10-20 22:25:01,478 - ForkProcess-37 - WARNING - [2pyn] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 26 O, 3, is greater than permitted
2025-10-20 22:25:01,682 - ForkProcess-34 - WARNING - [2qtr] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 247 O, 3, is greater than permitted
2025-10-20 22:25:01,747 - ForkProcess-39 - WARNING - [2q64] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 298 O, 3, is greater than permitted
2025-10-20 22:25:01,843 - ForkProcess-36 - WARNING - [2vpo] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 86 O, 3, is greater than permitted
2025-10-20 22:25:01,897 - ForkProcess-39 - WARNING - [3bzf] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 431 O, 3, is greater than permitted
2025-10-20 22:25:01,911 - ForkProcess-35 - WARNING - [3brn] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 231 O, 3, is greater than permitted
2025-10-20 22:25:02,062 - ForkProcess-39 - WARNING - [2zit] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 399 O, 3, is greater than permitted
2025-10-20 22:25:02,122 - ForkProcess-37 - WARNING - [2rnx] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 201 O, 3, is greater than permitted
2025-10-20 22:25:02,234 - ForkProcess-36 - WARNING - [3feg] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 40 O, 3, is greater than permitted
2025-10-20 22:25:02,328 - ForkProcess-34 - WARNING - [3f6e] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 392 O, 3, is greater than permitted
2025-10-20 22:25:02,376 - ForkProcess-33 - WARNING - [2vcb] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 305 O, 3, is greater than permitted
2025-10-20 22:25:02,558 - ForkProcess-38 - WARNING - [3bjm] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 237 O, 3, is greater than permitted
2025-10-20 22:25:02,661 - ForkProcess-40 - WARNING - [3f80] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 232 O, 3, is greater than permitted
2025-10-20 22:25:02,786 - ForkProcess-37 - WARNING - [2q63] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 312 O, 3, is greater than permitted
2025-10-20 22:25:02,839 - ForkProcess-36 - WARNING - [3bug] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 57 O, 3, is greater than permitted
2025-10-20 22:25:03,005 - ForkProcess-40 - WARNING - [2rfy] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 25 O, 3, is greater than permitted
2025-10-20 22:25:03,067 - ForkProcess-34 - WARNING - [3buf] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 26 O, 3, is greater than permitted
2025-10-20 22:25:03,168 - ForkProcess-40 - WARNING - [3b78] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 388 O, 3, is greater than permitted
2025-10-20 22:25:03,245 - ForkProcess-40 - WARNING - [2qi5] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 26 O, 3, is greater than permitted
2025-10-20 22:25:03,273 - ForkProcess-33 - WARNING - [2qi4] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 26 O, 3, is greater than permitted
2025-10-20 22:25:03,275 - ForkProcess-36 - WARNING - [2qi6] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 26 O, 3, is greater than permitted
2025-10-20 22:25:03,279 - ForkProcess-39 - WARNING - [2r38] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 315 O, 3, is greater than permitted
2025-10-20 22:25:03,366 - ForkProcess-34 - WARNING - [2qnn] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:25:03,366 - ForkProcess-36 - WARNING - [2qi7] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:25:03,380 - ForkProcess-35 - WARNING - [2r3w] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 293 O, 3, is greater than permitted
2025-10-20 22:25:03,416 - ForkProcess-39 - WARNING - [2qi3] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:25:03,494 - ForkProcess-39 - WARNING - [2pwr] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:25:03,507 - ForkProcess-35 - WARNING - [3e8r] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 370 O, 3, is greater than permitted
2025-10-20 22:25:03,511 - ForkProcess-40 - WARNING - [2z4o] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 282 O, 3, is greater than permitted
2025-10-20 22:25:03,583 - ForkProcess-33 - WARNING - [2pwc] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:25:03,641 - ForkProcess-35 - WARNING - [2p4s] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 170 O, 3, is greater than permitted
2025-10-20 22:25:03,702 - ForkProcess-34 - WARNING - [2v2c] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 76 O, 3, is greater than permitted
2025-10-20 22:25:03,708 - ForkProcess-37 - WARNING - [2qnp] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:25:03,757 - ForkProcess-35 - WARNING - [2vw1] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 140 O, 3, is greater than permitted
2025-10-20 22:25:03,820 - ForkProcess-36 - WARNING - [3ckp] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 94 O, 3, is greater than permitted
2025-10-20 22:25:03,858 - ForkProcess-35 - WARNING - [2ri9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 139 O, 3, is greater than permitted
2025-10-20 22:25:03,913 - ForkProcess-38 - WARNING - [2qmg] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 68 O, 3, is greater than permitted
2025-10-20 22:25:03,913 - ForkProcess-34 - WARNING - [2qd7] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 274 O, 3, is greater than permitted
2025-10-20 22:25:03,932 - ForkProcess-39 - WARNING - [2rkf] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 252 O, 3, is greater than permitted
2025-10-20 22:25:03,951 - ForkProcess-33 - WARNING - [2qd8] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 277 O, 3, is greater than permitted
2025-10-20 22:25:03,977 - ForkProcess-36 - WARNING - [3bh3] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 129 O, 3, is greater than permitted
2025-10-20 22:25:04,004 - ForkProcess-38 - WARNING - [3bgb] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 26 O, 3, is greater than permitted
2025-10-20 22:25:04,028 - ForkProcess-37 - WARNING - [3d91] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 272 O, 3, is greater than permitted
2025-10-20 22:25:04,050 - ForkProcess-33 - WARNING - [2z7g] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 379 O, 3, is greater than permitted
2025-10-20 22:25:04,070 - ForkProcess-36 - WARNING - [2qhc] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 273 O, 3, is greater than permitted
2025-10-20 22:25:04,124 - ForkProcess-37 - WARNING - [2r3t] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:25:04,137 - ForkProcess-39 - WARNING - [2vqt] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 45 O, 3, is greater than permitted
2025-10-20 22:25:04,210 - ForkProcess-39 - WARNING - [3cyx] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 26 O, 3, is greater than permitted
2025-10-20 22:25:04,261 - ForkProcess-33 - WARNING - [3d1z] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 310 O, 3, is greater than permitted
2025-10-20 22:25:04,328 - ForkProcess-40 - WARNING - [2z7h] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 355 O, 3, is greater than permitted
2025-10-20 22:25:04,396 - ForkProcess-36 - WARNING - [2uy0] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 282 O, 3, is greater than permitted
2025-10-20 22:25:04,417 - ForkProcess-37 - WARNING - [3d67] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 274 O, 3, is greater than permitted
2025-10-20 22:25:04,546 - ForkProcess-38 - WARNING - [2vjx] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 45 O, 3, is greater than permitted
2025-10-20 22:25:04,555 - ForkProcess-33 - WARNING - [2q7o] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 157 O, 3, is greater than permitted
2025-10-20 22:25:04,679 - ForkProcess-34 - WARNING - [2vo5] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 45 O, 3, is greater than permitted
2025-10-20 22:25:04,798 - ForkProcess-33 - WARNING - [3cyw] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 281 O, 3, is greater than permitted
2025-10-20 22:25:04,870 - ForkProcess-38 - WARNING - [3d94] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 353 C, 5, is greater than permitted
2025-10-20 22:25:04,965 - ForkProcess-38 - WARNING - [2r43] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:25:05,032 - ForkProcess-38 - WARNING - [2qd6] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 255 O, 3, is greater than permitted
2025-10-20 22:25:05,040 - ForkProcess-36 - WARNING - [2pqz] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 296 O, 3, is greater than permitted
