receptor,ligand,name,pk
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4f09/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4f09/ligand.sdf,4f09,6.70
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4w9h/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4w9h/ligand.sdf,4w9h,6.73
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2zb1/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2zb1/ligand.sdf,2zb1,6.32
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2v00/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2v00/ligand.sdf,2v00,3.66
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1ydr/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1ydr/ligand.sdf,1ydr,5.52
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2yki/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2yki/ligand.sdf,2yki,9.46
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4jia/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4jia/ligand.sdf,4jia,9.22
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ui7/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ui7/ligand.sdf,3ui7,9.00
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3rsx/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3rsx/ligand.sdf,3rsx,4.41
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4e5w/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4e5w/ligand.sdf,4e5w,7.66
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3f3d/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3f3d/ligand.sdf,3f3d,7.16
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3u8n/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3u8n/ligand.sdf,3u8n,10.17
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3udh/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3udh/ligand.sdf,3udh,2.85
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3r88/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3r88/ligand.sdf,3r88,4.82
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/5tmn/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/5tmn/ligand.sdf,5tmn,8.04
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2vkm/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2vkm/ligand.sdf,2vkm,8.74
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4eor/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4eor/ligand.sdf,4eor,6.30
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4ivc/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4ivc/ligand.sdf,4ivc,10.00
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4gr0/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4gr0/ligand.sdf,4gr0,9.55
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4ea2/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4ea2/ligand.sdf,4ea2,6.44
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3b65/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3b65/ligand.sdf,3b65,9.27
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3e5a/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3e5a/ligand.sdf,3e5a,8.23
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3acw/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3acw/ligand.sdf,3acw,4.76
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4m0z/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4m0z/ligand.sdf,4m0z,5.19
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4ogj/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4ogj/ligand.sdf,4ogj,6.79
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3u8k/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3u8k/ligand.sdf,3u8k,8.66
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3pww/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3pww/ligand.sdf,3pww,7.32
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ary/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ary/ligand.sdf,3ary,6.00
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1o5b/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1o5b/ligand.sdf,1o5b,5.77
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4llx/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4llx/ligand.sdf,4llx,2.89
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3n86/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3n86/ligand.sdf,3n86,5.64
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2zcq/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2zcq/ligand.sdf,2zcq,8.82
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1oyt/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1oyt/ligand.sdf,1oyt,7.24
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3nx7/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3nx7/ligand.sdf,3nx7,8.10
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3oe4/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3oe4/ligand.sdf,3oe4,7.47
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3dx2/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3dx2/ligand.sdf,3dx2,6.82
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4jfs/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4jfs/ligand.sdf,4jfs,5.27
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4wiv/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4wiv/ligand.sdf,4wiv,6.26
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4k18/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4k18/ligand.sdf,4k18,8.96
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3bgz/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3bgz/ligand.sdf,3bgz,6.26
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3gr2/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3gr2/ligand.sdf,3gr2,2.52
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3fv1/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3fv1/ligand.sdf,3fv1,9.30
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3e93/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3e93/ligand.sdf,3e93,8.85
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4dli/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4dli/ligand.sdf,4dli,5.62
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2xbv/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2xbv/ligand.sdf,2xbv,8.43
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4k77/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4k77/ligand.sdf,4k77,6.63
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1sqa/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1sqa/ligand.sdf,1sqa,9.21
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2pog/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2pog/ligand.sdf,2pog,9.54
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/5dwr/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/5dwr/ligand.sdf,5dwr,11.22
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3n76/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3n76/ligand.sdf,3n76,6.85
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ivg/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ivg/ligand.sdf,3ivg,4.30
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2yfe/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2yfe/ligand.sdf,2yfe,6.63
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4gid/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4gid/ligand.sdf,4gid,10.77
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2wca/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2wca/ligand.sdf,2wca,5.60
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ag9/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ag9/ligand.sdf,3ag9,8.05
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4owm/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4owm/ligand.sdf,4owm,2.96
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2wvt/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2wvt/ligand.sdf,2wvt,6.12
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2r9w/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2r9w/ligand.sdf,2r9w,5.10
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2p15/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2p15/ligand.sdf,2p15,10.30
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3p5o/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3p5o/ligand.sdf,3p5o,7.30
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2vvn/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2vvn/ligand.sdf,2vvn,7.30
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2c3i/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2c3i/ligand.sdf,2c3i,7.60
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4w9l/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4w9l/ligand.sdf,4w9l,5.02
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2wbg/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2wbg/ligand.sdf,2wbg,4.45
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1h22/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1h22/ligand.sdf,1h22,9.10
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4crc/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4crc/ligand.sdf,4crc,8.72
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3b1m/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3b1m/ligand.sdf,3b1m,8.48
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4abg/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4abg/ligand.sdf,4abg,3.57
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4e6q/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4e6q/ligand.sdf,4e6q,8.36
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4w9i/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4w9i/ligand.sdf,4w9i,5.96
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3aru/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3aru/ligand.sdf,3aru,3.22
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4j21/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4j21/ligand.sdf,4j21,7.41
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3myg/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3myg/ligand.sdf,3myg,10.70
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/5aba/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/5aba/ligand.sdf,5aba,2.98
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2xnb/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2xnb/ligand.sdf,2xnb,6.83
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3gnw/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3gnw/ligand.sdf,3gnw,9.10
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1c5z/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1c5z/ligand.sdf,1c5z,4.01
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3wz8/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3wz8/ligand.sdf,3wz8,5.82
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4x6p/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4x6p/ligand.sdf,4x6p,8.30
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1o3f/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1o3f/ligand.sdf,1o3f,7.96
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4w9c/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4w9c/ligand.sdf,4w9c,4.65
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2zy1/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2zy1/ligand.sdf,2zy1,7.40
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2y5h/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2y5h/ligand.sdf,2y5h,5.79
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4de2/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4de2/ligand.sdf,4de2,4.12
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4pcs/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4pcs/ligand.sdf,4pcs,7.85
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4j3l/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4j3l/ligand.sdf,4j3l,7.80
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3arp/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3arp/ligand.sdf,3arp,7.15
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1z95/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1z95/ligand.sdf,1z95,7.12
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3l7b/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3l7b/ligand.sdf,3l7b,2.40
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2wnc/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2wnc/ligand.sdf,2wnc,6.32
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2xb8/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2xb8/ligand.sdf,2xb8,7.59
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1o0h/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1o0h/ligand.sdf,1o0h,5.92
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ao4/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ao4/ligand.sdf,3ao4,2.07
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3qqs/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3qqs/ligand.sdf,3qqs,5.82
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2fvd/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2fvd/ligand.sdf,2fvd,8.52
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3f3c/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3f3c/ligand.sdf,3f3c,6.02
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3bv9/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3bv9/ligand.sdf,3bv9,5.36
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3d4z/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3d4z/ligand.sdf,3d4z,4.89
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3jvs/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3jvs/ligand.sdf,3jvs,6.54
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3rlr/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3rlr/ligand.sdf,3rlr,7.52
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4bkt/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4bkt/ligand.sdf,4bkt,3.62
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4ddk/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4ddk/ligand.sdf,4ddk,2.29
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1gpn/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1gpn/ligand.sdf,1gpn,6.48
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3kgp/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3kgp/ligand.sdf,3kgp,2.57
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4eky/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4eky/ligand.sdf,4eky,3.52
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4jxs/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4jxs/ligand.sdf,4jxs,4.74
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4mme/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4mme/ligand.sdf,4mme,6.50
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1e66/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1e66/ligand.sdf,1e66,9.89
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3gy4/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3gy4/ligand.sdf,3gy4,5.10
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4agp/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4agp/ligand.sdf,4agp,4.69
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3jvr/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3jvr/ligand.sdf,3jvr,5.72
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3dx1/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3dx1/ligand.sdf,3dx1,3.58
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3zt2/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3zt2/ligand.sdf,3zt2,2.84
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1nc3/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1nc3/ligand.sdf,1nc3,5.00
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1syi/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1syi/ligand.sdf,1syi,5.44
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4rfm/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4rfm/ligand.sdf,4rfm,10.05
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2vw5/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2vw5/ligand.sdf,2vw5,8.52
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ge7/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ge7/ligand.sdf,3ge7,8.70
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3u5j/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3u5j/ligand.sdf,3u5j,5.61
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1vso/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1vso/ligand.sdf,1vso,4.72
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3uew/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3uew/ligand.sdf,3uew,6.31
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2wtv/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2wtv/ligand.sdf,2wtv,8.74
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3arv/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3arv/ligand.sdf,3arv,5.64
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2xys/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2xys/ligand.sdf,2xys,7.42
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2xj7/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2xj7/ligand.sdf,2xj7,6.66
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4ih5/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4ih5/ligand.sdf,4ih5,4.11
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3u9q/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3u9q/ligand.sdf,3u9q,4.38
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/5c2h/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/5c2h/ligand.sdf,5c2h,11.09
